source_name,source_url,reference_year,table_index,row_index,role_name,role_heading_raw,role_group,previous_headings,experience_range,salary_reference_raw,salary_available,salary_min_eur_year,salary_max_eur_year,salary_midpoint_eur_year,equity_min_pct,equity_max_pct,has_equity_component,methodological_note
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,1,1,Backend,Salarios Backend,,Salarios Backend | 🤑 Guía Salarial de tecnología 2026 España | Resumen rápido de 2025 y perspectiva 2026 | Guías | Para contratar,<2 años,€20–30K,True,20000.0,30000.0,25000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,5,3,Mobile,Salarios Mobile,,Salarios Mobile | Salarios AI Engineer | Salarios Full-Stack | Salarios Frontend | Salarios Backend,5-10 años,€41–45K,True,41000.0,45000.0,43000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,5,4,Mobile,Salarios Mobile,,Salarios Mobile | Salarios AI Engineer | Salarios Full-Stack | Salarios Frontend | Salarios Backend,>10 años,€46-50K,True,46000.0,50000.0,48000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,6,1,QA & Testing,Salarios QA & Testing,,Salarios QA & Testing | Salarios Mobile | Salarios AI Engineer | Salarios Full-Stack | Salarios Frontend,<2 años,€20–25K,True,20000.0,25000.0,22500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,6,2,QA & Testing,Salarios QA & Testing,,Salarios QA & Testing | Salarios Mobile | Salarios AI Engineer | Salarios Full-Stack | Salarios Frontend,2-5 años,€26–32K,True,26000.0,32000.0,29000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,6,3,QA & Testing,Salarios QA & Testing,,Salarios QA & Testing | Salarios Mobile | Salarios AI Engineer | Salarios Full-Stack | Salarios Frontend,5-10 años,€33–40K,True,33000.0,40000.0,36500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,6,4,QA & Testing,Salarios QA & Testing,,Salarios QA & Testing | Salarios Mobile | Salarios AI Engineer | Salarios Full-Stack | Salarios Frontend,>10 años,€41-45K,True,41000.0,45000.0,43000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,7,1,SysAdmin,SysAdmin,Sistema e Infraestructura,SysAdmin | Salarios Sistema e Infraestructura | Salarios QA & Testing | Salarios Mobile | Salarios AI Engineer,<2 años,€20–25K,True,20000.0,25000.0,22500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,7,2,SysAdmin,SysAdmin,Sistema e Infraestructura,SysAdmin | Salarios Sistema e Infraestructura | Salarios QA & Testing | Salarios Mobile | Salarios AI Engineer,2-5 años,€26–35K,True,26000.0,35000.0,30500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,7,3,SysAdmin,SysAdmin,Sistema e Infraestructura,SysAdmin | Salarios Sistema e Infraestructura | Salarios QA & Testing | Salarios Mobile | Salarios AI Engineer,5-10 años,€36–45K,True,36000.0,45000.0,40500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,7,4,SysAdmin,SysAdmin,Sistema e Infraestructura,SysAdmin | Salarios Sistema e Infraestructura | Salarios QA & Testing | Salarios Mobile | Salarios AI Engineer,>10 años,€46-50K,True,46000.0,50000.0,48000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,8,1,SRE/DevOps,SRE/DevOps,Sistema e Infraestructura,SRE/DevOps | SysAdmin | Salarios Sistema e Infraestructura | Salarios QA & Testing | Salarios Mobile,<2 años,€25–35K,True,25000.0,35000.0,30000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,8,2,SRE/DevOps,SRE/DevOps,Sistema e Infraestructura,SRE/DevOps | SysAdmin | Salarios Sistema e Infraestructura | Salarios QA & Testing | Salarios Mobile,2-5 años,€36–45K,True,36000.0,45000.0,40500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,8,3,SRE/DevOps,SRE/DevOps,Sistema e Infraestructura,SRE/DevOps | SysAdmin | Salarios Sistema e Infraestructura | Salarios QA & Testing | Salarios Mobile,5-10 años,€46–60K,True,46000.0,60000.0,53000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,8,4,SRE/DevOps,SRE/DevOps,Sistema e Infraestructura,SRE/DevOps | SysAdmin | Salarios Sistema e Infraestructura | Salarios QA & Testing | Salarios Mobile,>10 años,€61-80K,True,61000.0,80000.0,70500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,9,1,Data Engineer,Data Engineer,Data,Data Engineer | Salarios Data | SRE/DevOps | SysAdmin | Salarios Sistema e Infraestructura,<2 años,€25–35K,True,25000.0,35000.0,30000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,9,2,Data Engineer,Data Engineer,Data,Data Engineer | Salarios Data | SRE/DevOps | SysAdmin | Salarios Sistema e Infraestructura,2-5 años,€36–45K,True,36000.0,45000.0,40500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,9,3,Data Engineer,Data Engineer,Data,Data Engineer | Salarios Data | SRE/DevOps | SysAdmin | Salarios Sistema e Infraestructura,5-10 años,€46–60K,True,46000.0,60000.0,53000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,9,4,Data Engineer,Data Engineer,Data,Data Engineer | Salarios Data | SRE/DevOps | SysAdmin | Salarios Sistema e Infraestructura,>10 años,€61-80K,True,61000.0,80000.0,70500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,10,1,Data Scientist,Data Scientist,Data,Data Scientist | Data Engineer | Salarios Data | SRE/DevOps | SysAdmin,<2 años,€25–35K,True,25000.0,35000.0,30000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,10,2,Data Scientist,Data Scientist,Data,Data Scientist | Data Engineer | Salarios Data | SRE/DevOps | SysAdmin,2-5 años,€36–50K,True,36000.0,50000.0,43000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,10,3,Data Scientist,Data Scientist,Data,Data Scientist | Data Engineer | Salarios Data | SRE/DevOps | SysAdmin,5-10 años,€51–70K,True,51000.0,70000.0,60500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,10,4,Data Scientist,Data Scientist,Data,Data Scientist | Data Engineer | Salarios Data | SRE/DevOps | SysAdmin,>10 años,€71-100K,True,71000.0,100000.0,85500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,11,1,Data Analyst,Data Analyst,Data,Data Analyst | Data Scientist | Data Engineer | Salarios Data | SRE/DevOps,<2 años,€20–25K,True,20000.0,25000.0,22500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,11,2,Data Analyst,Data Analyst,Data,Data Analyst | Data Scientist | Data Engineer | Salarios Data | SRE/DevOps,2-5 años,€26–35K,True,26000.0,35000.0,30500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,11,3,Data Analyst,Data Analyst,Data,Data Analyst | Data Scientist | Data Engineer | Salarios Data | SRE/DevOps,5-10 años,€36–42K,True,36000.0,42000.0,39000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,11,4,Data Analyst,Data Analyst,Data,Data Analyst | Data Scientist | Data Engineer | Salarios Data | SRE/DevOps,>10 años,€43-50K,True,43000.0,50000.0,46500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,12,1,MLOps,MLOps,Data,MLOps | Data Analyst | Data Scientist | Data Engineer | Salarios Data,<2 años,€25–35K,True,25000.0,35000.0,30000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,12,2,MLOps,MLOps,Data,MLOps | Data Analyst | Data Scientist | Data Engineer | Salarios Data,2-5 años,€36–50K,True,36000.0,50000.0,43000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,12,3,MLOps,MLOps,Data,MLOps | Data Analyst | Data Scientist | Data Engineer | Salarios Data,5-10 años,€51–75K,True,51000.0,75000.0,63000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,12,4,MLOps,MLOps,Data,MLOps | Data Analyst | Data Scientist | Data Engineer | Salarios Data,>10 años,€75-100K,True,75000.0,100000.0,87500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,13,1,Data Architect,Data Architect,,Data Architect | MLOps | Data Analyst | Data Scientist | Data Engineer,<2 años,∅,False,,,,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,13,2,Data Architect,Data Architect,,Data Architect | MLOps | Data Analyst | Data Scientist | Data Engineer,2-5 años,€40-55K,True,40000.0,55000.0,47500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,13,3,Data Architect,Data Architect,,Data Architect | MLOps | Data Analyst | Data Scientist | Data Engineer,5-10 años,€56-75K,True,56000.0,75000.0,65500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,13,4,Data Architect,Data Architect,,Data Architect | MLOps | Data Analyst | Data Scientist | Data Engineer,>10 años,€75-100K,True,75000.0,100000.0,87500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,14,1,Software Architect,Salarios Software Architect,liderazgo técnico,Salarios Software Architect | Salarios liderazgo técnico | Data Architect | MLOps | Data Analyst,<2 años,∅,False,,,,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,14,2,Software Architect,Salarios Software Architect,liderazgo técnico,Salarios Software Architect | Salarios liderazgo técnico | Data Architect | MLOps | Data Analyst,2-5 años,€40-50K,True,40000.0,50000.0,45000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,14,3,Software Architect,Salarios Software Architect,liderazgo técnico,Salarios Software Architect | Salarios liderazgo técnico | Data Architect | MLOps | Data Analyst,5-10 años,€51-75K,True,51000.0,75000.0,63000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,14,4,Software Architect,Salarios Software Architect,liderazgo técnico,Salarios Software Architect | Salarios liderazgo técnico | Data Architect | MLOps | Data Analyst,>10 años,€75-100K,True,75000.0,100000.0,87500.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,15,1,Tech Lead,Salarios Tech Lead,liderazgo técnico,Salarios Tech Lead | Salarios Software Architect | Salarios liderazgo técnico | Data Architect | MLOps,<2 años,∅,False,,,,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,15,2,Tech Lead,Salarios Tech Lead,liderazgo técnico,Salarios Tech Lead | Salarios Software Architect | Salarios liderazgo técnico | Data Architect | MLOps,2-5 años,€40-50K,True,40000.0,50000.0,45000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
Manfred - Guía Salarial 2026 - Salarios en tecnología [España],https://www.getmanfred.com/blog/guia-salarial-2026-salarios-en-tecnologia-espana-manfred/,2026,15,3,Tech Lead,Salarios Tech Lead,liderazgo técnico,Salarios Tech Lead | Salarios Software Architect | Salarios liderazgo técnico | Data Architect | MLOps,5-10 años,€51-65K,True,51000.0,65000.0,58000.0,,,False,Complementary tech salary reference by role and experience. This is not observed job-posting salary data and must not be used to impute missing salaries in job offers.
